security,datetime,open,high,low,close,candle_1,candle_2,candle_3,anomaly,level
EUR_USD,2020-01-02,1.12124,1.12247,1.11636,1.11728,,,,,
EUR_USD,2020-01-03,1.11728,1.11799,1.11249,1.11592,,,,,
EUR_USD,2020-01-06,1.11665,1.12056,1.11573,1.11972,0.0,0.0,0.0,,
EUR_USD,2020-01-07,1.1195,1.11974,1.11336,1.11512,0.0,0.0,0.0,,
EUR_USD,2020-01-08,1.11506,1.11684,1.11016,1.11038,0.0,0.0,0.0,,
EUR_USD,2020-01-09,1.11052,1.11204,1.10926,1.11062,1.0,2.0,0.0,,0.0
EUR_USD,2020-01-10,1.11051,1.1129,1.10851,1.11205,0.0,0.0,0.0,,0.0
EUR_USD,2020-01-13,1.11205,1.11472,1.11126,1.11346,0.0,0.0,0.0,,0.0
EUR_USD,2020-01-14,1.11351,1.11446,1.11044,1.11274,5.0,0.0,0.0,,0.0
EUR_USD,2020-01-15,1.1128,1.11636,1.11184,1.11499,0.0,0.0,0.0,0.011175810074256469,0.0
EUR_USD,2020-01-16,1.11496,1.11726,1.11279,1.11364,0.0,-3.0,0.0,0.12619505571460746,0.0
EUR_USD,2020-01-17,1.1137,1.11426,1.10864,1.10902,10.0,0.0,0.0,0.4789140929677382,-1.0
EUR_USD,2020-01-20,1.1093,1.11026,1.10766,1.1095,5.0,2.0,0.0,0.7794543392569127,-1.0
EUR_USD,2020-01-21,1.10945,1.1118,1.10811,1.10822,0.0,0.0,0.0,0.25078378452337663,0.0
EUR_USD,2020-01-22,1.10867,1.10984,1.10702,1.10936,3.0,3.0,0.0,0.41109833011600433,1.0
EUR_USD,2020-01-23,1.10932,1.11088,1.10364,1.10563,0.0,0.0,0.0,0.28396506445898967,0.0
EUR_USD,2020-01-24,1.10558,1.10618,1.10198,1.10252,0.0,6.0,0.0,0.26460282952788394,0.0
EUR_USD,2020-01-27,1.10342,1.10376,1.10098,1.10188,0.0,6.0,-3.0,0.2557765071777267,-1.0
EUR_USD,2020-01-28,1.10188,1.10254,1.0998,1.10221,3.0,3.0,0.0,0.7996812462132978,0.0
EUR_USD,2020-01-29,1.10223,1.10277,1.09924,1.10111,0.0,-1.0,0.0,0.33565240882175285,-1.0
EUR_USD,2020-01-30,1.10106,1.10394,1.10069,1.10316,0.0,1.0,0.0,0.154350211614012,0.0
EUR_USD,2020-01-31,1.1032,1.10956,1.10171,1.10945,10.0,0.0,0.0,1.0978372870670436,1.0
EUR_USD,2020-02-03,1.10956,1.10956,1.10355,1.10607,0.0,0.0,0.0,0.221619248212278,0.0
EUR_USD,2020-02-04,1.10602,1.10642,1.1033,1.10444,0.0,6.0,0.0,0.36076100824278334,0.0
EUR_USD,2020-02-05,1.10446,1.1048,1.09937,1.09987,2.0,0.0,0.0,0.5134963499980366,-1.0
EUR_USD,2020-02-06,1.09984,1.1014,1.09646,1.09816,4.0,6.0,0.0,0.3715058861708251,-1.0
EUR_USD,2020-02-07,1.09822,1.0985,1.0942,1.09463,2.0,0.0,-3.0,0.21601876899581135,0.0
EUR_USD,2020-02-10,1.0945,1.09576,1.09078,1.09107,0.0,6.0,-3.0,0.13809242725250637,0.0
EUR_USD,2020-02-11,1.09107,1.09249,1.08914,1.09153,5.0,2.0,0.0,0.7824756641597093,0.0
EUR_USD,2020-02-12,1.09154,1.09256,1.08654,1.08734,0.0,-1.0,0.0,0.4891694679608341,-1.0
EUR_USD,2020-02-13,1.08737,1.08889,1.0834,1.084,0.0,6.0,0.0,0.15386529771613439,0.0
EUR_USD,2020-02-14,1.08408,1.08612,1.08273,1.0831,-3.0,6.0,0.0,0.5613419751601509,0.0
EUR_USD,2020-02-17,1.0842,1.08511,1.08293,1.08351,4.0,6.0,0.0,0.4075998107331175,0.0
EUR_USD,2020-02-18,1.08355,1.08375,1.07855,1.07916,0.0,0.0,0.0,0.5486490341561336,-1.0
EUR_USD,2020-02-19,1.07923,1.08118,1.07822,1.08064,0.0,3.0,0.0,0.3798722739139903,0.0
EUR_USD,2020-02-20,1.08056,1.08212,1.0778,1.07848,0.0,0.0,0.0,0.07577731725828779,-1.0
EUR_USD,2020-02-21,1.07848,1.08636,1.07848,1.08474,10.0,1.0,0.0,0.7794117706767534,0.0
EUR_USD,2020-02-24,1.08149,1.08721,1.08051,1.08542,0.0,0.0,0.0,0.11862190441325147,0.0
EUR_USD,2020-02-25,1.08528,1.08904,1.08302,1.08813,0.0,0.0,3.0,0.05145999847415271,1.0
EUR_USD,2020-02-26,1.08813,1.0909,1.08551,1.08804,1.0,-2.0,0.0,0.5814381168509101,1.0
EUR_USD,2020-02-27,1.08833,1.10066,1.08791,1.1001,2.5,0.0,0.0,0.7851886991981845,1.0
EUR_USD,2020-02-28,1.09998,1.10532,1.0951,1.10277,4.0,0.0,0.0,0.09124718318272215,0.0
EUR_USD,2020-03-02,1.10446,1.11848,1.10364,1.11327,0.0,0.0,3.0,0.28575429086468207,0.0
EUR_USD,2020-03-03,1.11334,1.12139,1.10954,1.11728,4.0,0.0,3.0,0.09226086123837629,0.0
EUR_USD,2020-03-04,1.11728,1.11876,1.10955,1.11356,0.0,-3.0,0.0,0.1655738516177015,0.0
EUR_USD,2020-03-05,1.11362,1.1245,1.11196,1.12362,0.0,0.0,0.0,0.7735031754327223,0.0
EUR_USD,2020-03-06,1.12399,1.13548,1.12116,1.12839,0.0,0.0,0.0,0.08234739936693261,0.0
EUR_USD,2020-03-09,1.1351,1.14963,1.13356,1.144,0.0,0.0,3.0,0.20167264009000968,1.0
EUR_USD,2020-03-10,1.144,1.14584,1.12749,1.12808,0.0,-1.0,0.0,0.4636959855262969,0.0
EUR_USD,2020-03-11,1.12808,1.13667,1.12575,1.12697,5.0,6.0,0.0,0.7176038940624122,0.0
EUR_USD,2020-03-12,1.12697,1.13338,1.10554,1.11858,0.0,0.0,0.0,0.14632053851893412,0.0
EUR_USD,2020-03-13,1.11858,1.12213,1.1055,1.11054,0.0,6.0,0.0,0.1301558468419956,0.0
EUR_USD,2020-03-16,1.10692,1.12367,1.10692,1.11827,0.0,0.0,0.0,0.31854484089898194,0.0
EUR_USD,2020-03-17,1.11827,1.11894,1.09548,1.0997,0.0,-1.0,0.0,0.8197999658368251,0.0
EUR_USD,2020-03-18,1.0997,1.10453,1.08018,1.09158,0.0,6.0,0.0,0.12317720232920026,0.0
EUR_USD,2020-03-19,1.09153,1.09817,1.06551,1.06926,0.0,0.0,-3.0,0.6056858754214537,-1.0
EUR_USD,2020-03-20,1.06922,1.08312,1.06377,1.06964,1.0,0.0,0.0,0.8528198870168828,-1.0
EUR_USD,2020-03-23,1.07077,1.08284,1.0636,1.07264,5.0,0.0,0.0,0.7527121895226968,0.0
EUR_USD,2020-03-24,1.07264,1.0888,1.0723,1.07886,0.0,0.0,0.0,0.17280877740290254,1.0
EUR_USD,2020-03-25,1.07886,1.0894,1.07605,1.08822,0.0,0.0,0.0,0.11153326210503388,0.0
EUR_USD,2020-03-26,1.08822,1.10588,1.08702,1.10325,10.0,0.0,3.0,0.4923601549900605,0.0
EUR_USD,2020-03-27,1.10325,1.11476,1.09536,1.11415,0.0,0.0,3.0,0.10315628007653761,0.0
EUR_USD,2020-03-30,1.11194,1.11448,1.101,1.10464,0.0,-3.0,0.0,0.15132494779681532,0.0
EUR_USD,2020-03-31,1.10464,1.10535,1.09267,1.10336,5.0,6.0,0.0,0.778022835716385,0.0
EUR_USD,2020-04-01,1.10336,1.10387,1.09028,1.09632,0.0,0.0,0.0,0.061099143679907306,0.0
EUR_USD,2020-04-02,1.09632,1.09684,1.08208,1.08576,0.0,0.0,0.0,0.22844895252483088,0.0
EUR_USD,2020-04-03,1.0858,1.08648,1.07728,1.08056,0.0,6.0,-3.0,0.22089753512808077,0.0
EUR_USD,2020-04-06,1.0809,1.08356,1.07684,1.0793,4.0,6.0,0.0,0.5127197554414982,0.0
EUR_USD,2020-04-07,1.0793,1.09265,1.07836,1.08918,0.0,1.0,0.0,0.29873257493277977,0.0
EUR_USD,2020-04-08,1.08918,1.09021,1.08301,1.0857,0.0,-3.0,0.0,0.3429645297497337,0.0
EUR_USD,2020-04-09,1.0857,1.09518,1.0841,1.09293,0.0,1.0,0.0,0.07886405982722099,0.0
EUR_USD,2020-04-10,1.09293,1.0953,1.09198,1.09357,4.0,0.0,0.0,0.13254278443752918,0.0
EUR_USD,2020-04-13,1.0949,1.09679,1.08926,1.09111,0.0,-1.0,0.0,0.16299383831102524,0.0
EUR_USD,2020-04-14,1.09111,1.09872,1.09061,1.0981,0.0,1.0,0.0,0.2408449662422126,0.0
EUR_USD,2020-04-15,1.0981,1.09911,1.08565,1.09106,0.0,-1.0,0.0,0.20061816231361254,0.0
EUR_USD,2020-04-16,1.09106,1.09112,1.08168,1.08395,0.0,0.0,0.0,0.17195327531214522,0.0
EUR_USD,2020-04-17,1.08395,1.08925,1.0812,1.08739,0.0,3.0,0.0,0.3800869541798742,0.0
EUR_USD,2020-04-20,1.0871,1.08968,1.08412,1.0863,5.0,-2.0,0.0,0.6777543245792859,0.0
EUR_USD,2020-04-21,1.0863,1.08804,1.08165,1.08578,5.0,6.0,0.0,0.8642011458315315,0.0
EUR_USD,2020-04-22,1.08578,1.08854,1.08032,1.08236,0.0,0.0,0.0,0.08363383721931436,-1.0
EUR_USD,2020-04-23,1.0823,1.08468,1.07562,1.07777,0.0,0.0,0.0,0.12035234951079178,-1.0
EUR_USD,2020-04-24,1.0777,1.08298,1.07272,1.08232,0.0,1.0,0.0,0.1220816635788091,1.0
EUR_USD,2020-04-27,1.08228,1.08604,1.08114,1.08288,5.0,0.0,0.0,0.689721279892499,1.0
EUR_USD,2020-04-28,1.08288,1.08886,1.08096,1.08201,5.0,-1.0,0.0,0.6423274174828042,1.0
EUR_USD,2020-04-29,1.08208,1.08858,1.08189,1.08758,0.0,0.0,0.0,0.5818857248459245,0.0
EUR_USD,2020-04-30,1.08758,1.09725,1.0833,1.0952,0.0,0.0,0.0,0.574671938049246,0.0
EUR_USD,2020-05-01,1.09548,1.10192,1.09346,1.09794,0.0,0.0,3.0,0.29787459965534663,0.0
EUR_USD,2020-05-04,1.09715,1.09749,1.08958,1.09054,0.0,0.0,0.0,0.469345324432429,0.0
EUR_USD,2020-05-05,1.09089,1.09258,1.08261,1.08376,0.0,0.0,0.0,0.40762880767508247,0.0
EUR_USD,2020-05-06,1.08435,1.0846,1.0782,1.07956,0.0,6.0,-3.0,0.014467918772284791,0.0
EUR_USD,2020-05-07,1.07942,1.08342,1.07667,1.08324,0.0,0.0,0.0,0.17103519393949204,0.0
EUR_USD,2020-05-08,1.08324,1.08755,1.08151,1.08384,5.0,0.0,0.0,0.6658751433326785,0.0
EUR_USD,2020-05-11,1.08323,1.08506,1.08008,1.0807,0.0,0.0,0.0,0.3007450835045422,0.0
EUR_USD,2020-05-12,1.08064,1.08852,1.07845,1.08474,0.0,1.0,0.0,0.09067456734199957,0.0
EUR_USD,2020-05-13,1.08479,1.08965,1.08116,1.08186,0.0,0.0,0.0,0.1667681315235665,0.0
EUR_USD,2020-05-14,1.08186,1.0824,1.0775,1.08046,0.0,6.0,0.0,0.5608669381882845,0.0
EUR_USD,2020-05-15,1.08046,1.0851,1.0789,1.08197,4.0,1.0,0.0,0.46968385648800454,0.0
EUR_USD,2020-05-18,1.08132,1.09271,1.07998,1.0915,2.5,0.0,0.0,1.362708821375172,0.0
EUR_USD,2020-05-19,1.09153,1.09762,1.09022,1.09234,5.0,0.0,0.0,0.7671894073333734,0.0
EUR_USD,2020-05-20,1.09263,1.09991,1.09191,1.0979,0.0,0.0,0.0,0.32297401215028354,0.0
EUR_USD,2020-05-21,1.09799,1.10085,1.09372,1.09505,0.0,0.0,0.0,0.19833312756746435,0.0
EUR_USD,2020-05-22,1.09505,1.09538,1.08854,1.09024,0.0,0.0,0.0,0.19348191698117612,0.0
EUR_USD,2020-05-25,1.09012,1.09146,1.08706,1.08969,5.0,6.0,0.0,0.4334927277149093,0.0
EUR_USD,2020-05-26,1.08969,1.09959,1.08924,1.09822,0.0,1.0,0.0,0.9267065721461286,1.0
EUR_USD,2020-05-27,1.09827,1.1031,1.09338,1.10091,0.0,0.0,0.0,0.1649202819173303,1.0
EUR_USD,2020-05-28,1.10058,1.10938,1.09917,1.10773,0.0,0.0,3.0,0.4219647830139314,0.0
EUR_USD,2020-05-29,1.10773,1.11454,1.10699,1.11053,0.0,0.0,3.0,0.22144450865939233,0.0
EUR_USD,2020-06-01,1.1112,1.11542,1.11004,1.11345,-10.0,0.0,0.0,0.39423341947715085,0.0
EUR_USD,2020-06-02,1.1136,1.11962,1.11154,1.11692,0.0,0.0,3.0,0.09213413011210014,0.0
EUR_USD,2020-06-03,1.11692,1.1258,1.11669,1.12332,0.0,0.0,3.0,0.38287958270670736,0.0
EUR_USD,2020-06-04,1.1234,1.13626,1.11946,1.13364,10.0,0.0,3.0,0.6690889666180801,0.0
EUR_USD,2020-06-05,1.13378,1.13839,1.12784,1.12916,0.0,0.0,0.0,0.09714650176690177,0.0
EUR_USD,2020-06-08,1.12982,1.132,1.12683,1.12942,5.0,2.0,0.0,0.8446824071834951,0.0
EUR_USD,2020-06-09,1.12927,1.13638,1.1241,1.13384,0.0,1.0,0.0,0.04281907175139502,1.0
EUR_USD,2020-06-10,1.13399,1.14224,1.13218,1.13751,0.0,0.0,0.0,0.13875758851439918,1.0
EUR_USD,2020-06-11,1.13751,1.14036,1.12886,1.12981,0.0,-1.0,0.0,0.4359238743284364,0.0
EUR_USD,2020-06-12,1.12956,1.13406,1.12126,1.12554,0.0,6.0,0.0,0.11686928580245154,-1.0
EUR_USD,2020-06-15,1.12344,1.13327,1.12266,1.13228,0.0,1.0,0.0,0.5430088496212604,0.0
EUR_USD,2020-06-16,1.13246,1.13534,1.12276,1.12632,0.0,0.0,0.0,0.09892727635829354,-1.0
EUR_USD,2020-06-17,1.12636,1.12942,1.1207,1.12436,4.0,6.0,0.0,0.5551819448475124,-1.0
EUR_USD,2020-06-18,1.12427,1.12521,1.12251,1.12477,3.0,0.0,0.0,0.08895018135041596,-1.0
